DistrictName,Vndr,Loc,GPmRFI
Columbus,TEXASBKNON-i,52,2807
Minnesota,TEXASBKNON-i,53,2104
Washington,TEXASBKNON-i,54,1955
California,TEXASBKNON-i,55,2695
Houston North,TEXASBKNON-i,56,3313
Austin,TEXASBKNON-i,57,2972
Dallas North,TEXASBKNON-i,58,2682
Dallas North,TEXASBKNON-i,59,2290
Tarrant County,TEXASBKNON-i,60,2384
Penn-Cleveland,TEXASBKNON-i,61,2459
Penn-Cleveland,TEXASBKNON-i,62,2061
Washington,TEXASBKNON-i,64,3109
Dallas North,TEXASBKNON-i,65,3141
Penn-Cleveland,TEXASBKNON-i,66,2317
California,TEXASBKNON-i,67,3645
Minnesota,TEXASBKNON-i,68,2906
Arizona,TEXASBKNON-i,69,2876
Midwest,TEXASBKNON-i,70,3113
Washington,TEXASBKNON-i,71,2378
Arizona,TEXASBKNON-i,72,1959
Midwest,TEXASBKNON-i,73,2419
Houston South,TEXASBKNON-i,74,3198
Austin,TEXASBKNON-i,75,2620
Austin,TEXASBKNON-i,76,2607
Penn-Cleveland,TEXASBKNON-i,77,3168
Midwest,TEXASBKNON-i,78,1895
Southern Ohio,TEXASBKNON-i,80,2475
Tarrant County,TEXASBKNON-i,81,3594
Southern Ohio,TEXASBKNON-i,82,2380
Dallas South,TEXASBKNON-i,83,2506
Midwest,TEXASBKNON-i,84,2460
Dallas North,TEXASBKNON-i,85,3507
Midwest,TEXASBKNON-i,86,2998
Chicago,TEXASBKNON-i,87,3146
Kentucky,TEXASBKNON-i,88,2675
Chicago,TEXASBKNON-i,90,2354
Columbus,TEXASBKNON-i,91,1903
Columbus,TEXASBKNON-i,92,261
Minnesota,TEXASBKNON-i,93,354
Chicago,TEXASBKNON-i,94,2241
Houston South,TEXASBKNON-i,95,2502
Minnesota,TEXASBKNON-i,96,2528
Kentucky,TEXASBKNON-i,97,2226
Tarrant County,TEXASBKNON-i,98,2786
Midwest,TEXASBKNON-i,99,3238
Indiana,TEXASBKNON-i,100,2264
Chicago,TEXASBKNON-i,101,1680
Indiana,TEXASBKNON-i,102,1826
Wisconsin,TEXASBKNON-i,103,1518
Austin,TEXASBKNON-i,104,2749
Oklahoma,TEXASBKNON-i,105,2538
Arizona,TEXASBKNON-i,106,1722
Southern Ohio,TEXASBKNON-i,107,2887
Chicago,TEXASBKNON-i,108,2057
Dallas South,TEXASBKNON-i,109,3229
Oklahoma,TEXASBKNON-i,110,2764
Tarrant County,TEXASBKNON-i,111,1453
California,TEXASBKNON-i,112,3219
San Antonio,TEXASBKNON-i,113,2137
Oklahoma,TEXASBKNON-i,114,1720
Chicago,TEXASBKNON-i,115,1623
Kentucky,TEXASBKNON-i,116,1623
Chicago,TEXASBKNON-i,117,2032
Austin,TEXASBKNON-i,118,2077
Chicago,TEXASBKNON-i,119,2205
St. Louis,TEXASBKNON-i,120,1754
Columbus,TEXASBKNON-i,121,1560
California,TEXASBKNON-i,122,1548
St. Louis,TEXASBKNON-i,123,1742
Chicago,TEXASBKNON-i,124,1036
Georgia,TEXASBKNON-i,125,1129
Georgia,TEXASBKNON-i,126,1200
St. Louis,TEXASBKNON-i,127,330
Dallas Flagship,TEXASBKNON-r,1,38299
Dallas South,TEXASBKNON-r,2,4867
Tarrant County,TEXASBKNON-r,3,6509
San Antonio,TEXASBKNON-r,4,4530
Austin,TEXASBKNON-r,5,12541
Houston North,TEXASBKNON-r,6,6320
Austin,TEXASBKNON-r,7,7441
Dallas North,TEXASBKNON-r,8,2808
Houston North,TEXASBKNON-r,9,7864
San Antonio,TEXASBKNON-r,10,5952
Houston South,TEXASBKNON-r,11,4510
Tarrant County,TEXASBKNON-r,12,6245
Kentucky,TEXASBKNON-r,13,3185
Wisconsin,TEXASBKNON-r,14,2369
Dallas Flagship,ANG,1,1132124
Dallas South,ANG,2,159399
Tarrant County,ANG,3,285741
San Antonio,ANG,4,247586
Austin,ANG,5,460494
Houston North,ANG,6,220499
Austin,ANG,7,240593
Dallas North,ANG,8,259882
Houston North,ANG,9,262106
San Antonio,ANG,10,187039
Houston South,ANG,11,355143
Tarrant County,ANG,12,215903
Kentucky,ANG,13,293425
Wisconsin,ANG,14,154197
Houston South,ANG,15,387757
Dallas South,ANG,16,111793
Austin,ANG,17,421622
Tarrant County,ANG,18,223864
Columbus,ANG,19,169745
Houston South,ANG,20,317235
Houston North,ANG,21,261756
Washington,ANG,22,362426
Minnesota,ANG,23,276704
Houston South,ANG,24,329141
San Antonio,ANG,25,272434
Minnesota,ANG,26,313308
Washington,ANG,27,22810
San Antonio,ANG,29,293956
Southern Ohio,ANG,30,314903
Midwest,ANG,31,450500
Southern Ohio,ANG,32,177760
Tarrant County,ANG,33,317903
Washington,ANG,34,315797
Wisconsin,ANG,35,279043
Minnesota,ANG,36,291896
California,ANG,37,351390
Indiana,ANG,38,312255
Indiana,ANG,39,292435
Columbus,ANG,40,283271
Wisconsin,ANG,41,192003
Penn-Cleveland,ANG,42,168122
Dallas North,ANG,43,176441
Houston North,ANG,44,290215
Southern Ohio,ANG,45,310933
Dallas South,ANG,46,203282
Indiana,ANG,47,320610
Washington,ANG,48,215482
Dallas South,ANG,49,197145
Penn-Cleveland,ANG,50,191296
Wisconsin,ANG,51,290864
Columbus,ANG,52,260050
Minnesota,ANG,53,239444
Washington,ANG,54,203167
California,ANG,55,289230
Houston North,ANG,56,291628
Austin,ANG,57,276072
Dallas North,ANG,58,206888
Dallas North,ANG,59,243575
Tarrant County,ANG,60,207655
Penn-Cleveland,ANG,61,207375
Penn-Cleveland,ANG,62,187025
Washington,ANG,64,251150
Dallas North,ANG,65,299507
Penn-Cleveland,ANG,66,212358
California,ANG,67,384723
Minnesota,ANG,68,266563
Arizona,ANG,69,242045
Midwest,ANG,70,309063
Washington,ANG,71,219249
Arizona,ANG,72,207111
Midwest,ANG,73,307734
Houston South,ANG,74,277740
Austin,ANG,75,263031
Austin,ANG,76,247746
Penn-Cleveland,ANG,77,279573
Midwest,ANG,78,169159
Southern Ohio,ANG,80,231623
Tarrant County,ANG,81,332588
Southern Ohio,ANG,82,227363
Dallas South,ANG,83,216411
Midwest,ANG,84,263532
Dallas North,ANG,85,307223
Midwest,ANG,86,271122
Chicago,ANG,87,298133
Kentucky,ANG,88,262678
Chicago,ANG,90,188281
Columbus,ANG,91,186450
Columbus,ANG,92,17226
Minnesota,ANG,93,28149
Chicago,ANG,94,183348
Houston South,ANG,95,193684
Minnesota,ANG,96,257035
Kentucky,ANG,97,209754
Tarrant County,ANG,98,217866
Midwest,ANG,99,400072
Indiana,ANG,100,207194
Chicago,ANG,101,122478
Indiana,ANG,102,204117
Wisconsin,ANG,103,165184
Austin,ANG,104,305376
Oklahoma,ANG,105,235477
Arizona,ANG,106,163373
Southern Ohio,ANG,107,249586
Chicago,ANG,108,180131
Dallas South,ANG,109,286192
Oklahoma,ANG,110,230276
Tarrant County,ANG,111,150895
California,ANG,112,309343
San Antonio,ANG,113,177940
Oklahoma,ANG,114,186387
Chicago,ANG,115,133846
Kentucky,ANG,116,194901
California,TRO-i,37,26786
Indiana,TRO-i,38,21989
Indiana,TRO-i,39,20336
Columbus,TRO-i,40,22087
Wisconsin,TRO-i,41,14813
Penn-Cleveland,TRO-i,42,12623
Dallas North,TRO-i,43,11935
Houston North,TRO-i,44,19859
Southern Ohio,TRO-i,45,22399
Dallas South,TRO-i,46,13146
Indiana,TRO-i,47,22392
Washington,TRO-i,48,14203
Dallas South,TRO-i,49,11368
Penn-Cleveland,TRO-i,50,13204
Wisconsin,TRO-i,51,21659
Columbus,TRO-i,52,21888
Minnesota,TRO-i,53,16722
Washington,TRO-i,54,12069
California,TRO-i,55,18429
Houston North,TRO-i,56,20709
Austin,TRO-i,57,20290
Dallas North,TRO-i,58,18152
Dallas North,TRO-i,59,16602
Tarrant County,TRO-i,60,14605
Penn-Cleveland,TRO-i,61,14346
Penn-Cleveland,TRO-i,62,13807
Washington,TRO-i,64,16800
Dallas North,TRO-i,65,23934
Penn-Cleveland,TRO-i,66,14702
California,TRO-i,67,24428
Minnesota,TRO-i,68,18895
Arizona,TRO-i,69,17660
Midwest,TRO-i,70,23530
Washington,TRO-i,71,14856
Arizona,TRO-i,72,13055
Midwest,TRO-i,73,18846
Houston South,TRO-i,74,20538
Austin,TRO-i,75,19635
Austin,TRO-i,76,18377
Penn-Cleveland,TRO-i,77,21065
Midwest,TRO-i,78,11358
Southern Ohio,TRO-i,80,15956
Tarrant County,TRO-i,81,24118
Southern Ohio,TRO-i,82,14872
Dallas South,TRO-i,83,13557
Midwest,TRO-i,84,19072
Dallas North,TRO-i,85,23234
Midwest,TRO-i,86,19492
Chicago,TRO-i,87,21194
Kentucky,TRO-i,88,20643
Chicago,TRO-i,90,11872
Columbus,TRO-i,91,14366
Columbus,TRO-i,92,1460
Minnesota,TRO-i,93,1864
Chicago,TRO-i,94,13866
Houston South,TRO-i,95,12627
Minnesota,TRO-i,96,19093
Kentucky,TRO-i,97,15759
Tarrant County,TRO-i,98,11908
Midwest,TRO-i,99,27740
Indiana,TRO-i,100,12206
Chicago,TRO-i,101,9198
Indiana,TRO-i,102,15035
Wisconsin,TRO-i,103,12133
Austin,TRO-i,104,20790
Oklahoma,TRO-i,105,18033
Arizona,TRO-i,106,12337
Southern Ohio,TRO-i,107,17170
Chicago,TRO-i,108,13880
Dallas South,TRO-i,109,18093
Oklahoma,TRO-i,110,17573
Tarrant County,TRO-i,111,7918
California,TRO-i,112,21564
San Antonio,TRO-i,113,12746
Oklahoma,TRO-i,114,13060
Chicago,TRO-i,115,8567
Kentucky,TRO-i,116,14339
Chicago,TRO-i,117,12012
Austin,TRO-i,118,16972
Chicago,TRO-i,119,15609
St. Louis,TRO-i,120,11560
Columbus,TRO-i,121,8942
California,TRO-i,122,11442
St. Louis,TRO-i,123,13725
Chicago,TRO-i,124,8587
Georgia,TRO-i,125,11073
Georgia,TRO-i,126,10008
St. Louis,TRO-i,127,1887
Dallas Flagship,TRO-r,1,198393
Dallas South,TRO-r,2,21570
Tarrant County,TRO-r,3,39662
San Antonio,TRO-r,4,20433
Austin,TRO-r,5,62023
Houston North,TRO-r,6,27397
Austin,TRO-r,7,38185
Dallas North,TRO-r,8,9948
Houston North,TRO-r,9,34153
San Antonio,TRO-r,10,22747
Houston South,TRO-r,11,23343
Tarrant County,TRO-r,12,27944
Kentucky,TRO-r,13,13202
Wisconsin,TRO-r,14,11586
Houston South,TRO-r,15,32391
Dallas South,TRO-r,16,21921
Austin,TRO-r,17,61455
Tarrant County,TRO-r,18,29238
Columbus,TRO-r,19,18420
Houston South,TRO-r,20,22931
Houston North,TRO-r,21,36276
Washington,TRO-r,22,40223
Minnesota,TRO-r,23,34893
Houston South,TRO-r,24,35721
Penn-Cleveland,IDAURORA-r,77,297
Midwest,IDAURORA-r,78,248
Southern Ohio,IDAURORA-r,80,404
Tarrant County,IDAURORA-r,81,1162
Southern Ohio,IDAURORA-r,82,695
Dallas South,IDAURORA-r,83,371
Midwest,IDAURORA-r,84,459
Dallas North,IDAURORA-r,85,404
Midwest,IDAURORA-r,86,709
Chicago,IDAURORA-r,87,618
Kentucky,IDAURORA-r,88,3
Chicago,IDAURORA-r,90,248
Columbus,IDAURORA-r,91,196
Chicago,IDAURORA-r,94,181
Houston South,IDAURORA-r,95,318
Minnesota,IDAURORA-r,96,744
Kentucky,IDAURORA-r,97,7
Tarrant County,IDAURORA-r,98,499
Midwest,IDAURORA-r,99,508
Indiana,IDAURORA-r,100,742
Chicago,IDAURORA-r,101,241
Indiana,IDAURORA-r,102,431
Wisconsin,IDAURORA-r,103,367
Austin,IDAURORA-r,104,1288
Oklahoma,IDAURORA-r,105,435
Arizona,IDAURORA-r,106,233
Southern Ohio,IDAURORA-r,107,508
Chicago,IDAURORA-r,108,126
Dallas South,IDAURORA-r,109,454
Oklahoma,IDAURORA-r,110,461
Tarrant County,IDAURORA-r,111,334
California,IDAURORA-r,112,704
San Antonio,IDAURORA-r,113,164
Oklahoma,IDAURORA-r,114,508
Chicago,IDAURORA-r,115,337
Chicago,IDAURORA-r,117,265
Austin,IDAURORA-r,118,607
Chicago,IDAURORA-r,119,195
St. Louis,IDAURORA-r,120,360
Columbus,IDAURORA-r,121,237
California,IDAURORA-r,122,433
St. Louis,IDAURORA-r,123,394
Chicago,IDAURORA-r,124,154
Georgia,IDAURORA-r,125,238
Georgia,IDAURORA-r,126,337
St. Louis,IDAURORA-r,127,189
Tarrant County,IDBENDONPU-i,3,0
Southern Ohio,IDBENDONPU-i,30,-18
Columbus,IDBENDONPU-i,40,-3
Washington,IDBENDONPU-i,54,2
Arizona,IDBENDONPU-i,106,2
Southern Ohio,IDBENDONPU-i,107,2
St. Louis,IDBENDONPU-i,120,1
Dallas Flagship,IDBENDONPU-r,1,4443
Dallas South,IDBENDONPU-r,2,567
Tarrant County,IDBENDONPU-r,3,201
San Antonio,IDBENDONPU-r,4,711
Austin,IDBENDONPU-r,5,1195
Houston North,IDBENDONPU-r,6,1348
Austin,IDBENDONPU-r,7,1161
Dallas North,IDBENDONPU-r,8,911
Houston North,IDBENDONPU-r,9,1159
San Antonio,IDBENDONPU-r,10,460
Houston South,IDBENDONPU-r,11,1222
Tarrant County,IDBENDONPU-r,12,139
Kentucky,IDBENDONPU-r,13,350
Wisconsin,IDBENDONPU-r,14,284
Houston South,IDBENDONPU-r,15,1778
Dallas South,IDBENDONPU-r,16,957
Austin,IDBENDONPU-r,17,1362
Tarrant County,IDBENDONPU-r,18,126
Columbus,IDBENDONPU-r,19,731
Houston South,IDBENDONPU-r,20,1402
Houston North,IDBENDONPU-r,21,1545
Washington,IDBENDONPU-r,22,1233
Minnesota,IDBENDONPU-r,23,1098
Houston South,IDBENDONPU-r,24,1517
San Antonio,IDBENDONPU-r,25,507
Minnesota,IDBENDONPU-r,26,1046
Washington,IDBENDONPU-r,27,16
San Antonio,IDBENDONPU-r,29,499
Southern Ohio,IDBENDONPU-r,30,518
Midwest,IDBENDONPU-r,31,1880
Southern Ohio,IDBENDONPU-r,32,489
Tarrant County,IDBENDONPU-r,33,202
Washington,IDBENDONPU-r,34,579
Wisconsin,IDBENDONPU-r,35,749
Minnesota,IDBENDONPU-r,36,1090
California,IDBENDONPU-r,37,686
Indiana,IDBENDONPU-r,38,1031
Indiana,IDBENDONPU-r,39,748
Columbus,IDBENDONPU-r,40,830
Wisconsin,IDBENDONPU-r,41,568
Penn-Cleveland,IDBENDONPU-r,42,738
Dallas North,IDBENDONPU-r,43,708
Houston North,IDBENDONPU-r,44,1961
Southern Ohio,IDBENDONPU-r,45,644
Dallas South,IDBENDONPU-r,46,1127
Indiana,IDBENDONPU-r,47,1206
Washington,IDBENDONPU-r,48,514
Dallas South,IDBENDONPU-r,49,1307
Penn-Cleveland,IDBENDONPU-r,50,897
Wisconsin,IDBENDONPU-r,51,157
Columbus,IDBENDONPU-r,52,671
Minnesota,IDBENDONPU-r,53,978
Washington,IDBENDONPU-r,54,662
California,IDBENDONPU-r,55,1765
Houston North,IDBENDONPU-r,56,1250
Austin,IDBENDONPU-r,57,1764
Dallas North,IDBENDONPU-r,58,638
Dallas North,IDBENDONPU-r,59,852
Tarrant County,IDBENDONPU-r,60,114
Chicago,IDCROWNPOI-r,87,3541
Kentucky,IDCROWNPOI-r,88,2320
Chicago,IDCROWNPOI-r,90,2464
Columbus,IDCROWNPOI-r,91,3629
Columbus,IDCROWNPOI-r,92,322
Minnesota,IDCROWNPOI-r,93,235
Chicago,IDCROWNPOI-r,94,2491
Houston South,IDCROWNPOI-r,95,2209
Minnesota,IDCROWNPOI-r,96,6048
Kentucky,IDCROWNPOI-r,97,3301
Tarrant County,IDCROWNPOI-r,98,2471
Midwest,IDCROWNPOI-r,99,6253
Indiana,IDCROWNPOI-r,100,2825
Chicago,IDCROWNPOI-r,101,1918
Indiana,IDCROWNPOI-r,102,4191
Wisconsin,IDCROWNPOI-r,103,2319
Austin,IDCROWNPOI-r,104,3297
Oklahoma,IDCROWNPOI-r,105,2378
Arizona,IDCROWNPOI-r,106,2010
Southern Ohio,IDCROWNPOI-r,107,3122
Chicago,IDCROWNPOI-r,108,1974
Dallas South,IDCROWNPOI-r,109,3721
Oklahoma,IDCROWNPOI-r,110,2054
Tarrant County,IDCROWNPOI-r,111,1861
California,IDCROWNPOI-r,112,3933
San Antonio,IDCROWNPOI-r,113,1925
Oklahoma,IDCROWNPOI-r,114,2755
Chicago,IDCROWNPOI-r,115,2423
Kentucky,IDCROWNPOI-r,116,2675
Chicago,IDCROWNPOI-r,117,1842
Austin,IDCROWNPOI-r,118,2401
Chicago,IDCROWNPOI-r,119,2596
St. Louis,IDCROWNPOI-r,120,2080
Columbus,IDCROWNPOI-r,121,1655
California,IDCROWNPOI-r,122,1831
St. Louis,IDCROWNPOI-r,123,1910
Chicago,IDCROWNPOI-r,124,1527
Georgia,IDCROWNPOI-r,125,1566
Georgia,IDCROWNPOI-r,126,2813
St. Louis,IDCROWNPOI-r,127,902
Dallas Flagship,IDEUROGRA-i,1,55
Dallas South,IDEUROGRA-i,2,20
San Antonio,IDEUROGRA-i,4,25
Austin,IDEUROGRA-i,5,6
Houston North,IDEUROGRA-i,6,19
Austin,IDEUROGRA-i,7,27
Houston North,IDEUROGRA-i,9,12
San Antonio,IDEUROGRA-i,10,46
Tarrant County,IDEUROGRA-i,12,7
Houston South,IDEUROGRA-i,15,57
Austin,IDEUROGRA-i,17,6
Tarrant County,IDEUROGRA-i,18,28
Columbus,IDEUROGRA-i,19,6
Houston South,IDEUROGRA-i,20,38
Houston South,IDEUROGRA-i,24,13
San Antonio,IDEUROGRA-i,25,6
Washington,IDEUROGRA-i,27,6
San Antonio,IDEUROGRA-i,29,15
Southern Ohio,IDEUROGRA-i,30,32
Midwest,IDEUROGRA-i,31,30
Southern Ohio,IDEUROGRA-i,32,18
Washington,IDEUROGRA-i,34,11
Minnesota,IDEUROGRA-i,36,25
California,IDEUROGRA-i,37,6
Indiana,IDEUROGRA-i,38,45
Indiana,IDEUROGRA-i,39,10
Columbus,IDEUROGRA-i,40,13
Penn-Cleveland,IDEUROGRA-i,42,22
Dallas North,IDEUROGRA-i,43,6
Dallas South,IDEUROGRA-i,46,16
Indiana,IDEUROGRA-i,47,84
Wisconsin,IDEUROGRA-i,51,38
Minnesota,IDEUROGRA-i,53,6
Washington,IDEUROGRA-i,54,22
California,IDEUROGRA-i,55,17
Houston North,IDEUROGRA-i,56,73
Austin,IDEUROGRA-i,57,21
Dallas North,IDEUROGRA-i,58,6
Tarrant County,IDEUROGRA-i,60,42
Penn-Cleveland,IDEUROGRA-i,61,51
Penn-Cleveland,IDEUROGRA-i,62,6
Washington,IDEUROGRA-i,64,1
Dallas North,IDEUROGRA-i,65,6
Minnesota,IDEUROGRA-i,68,39
Arizona,IDEUROGRA-i,69,25
Midwest,IDEUROGRA-i,70,41
Washington,IDEUROGRA-i,71,18
Arizona,IDEUROGRA-i,72,24
Midwest,IDEUROGRA-i,73,52
Houston South,IDEUROGRA-i,74,35
Austin,IDEUROGRA-i,75,31
Penn-Cleveland,IDEUROGRA-i,77,22
Midwest,IDEUROGRA-i,78,13
Southern Ohio,IDEUROGRA-i,80,44
Tarrant County,IDEUROGRA-i,81,6
Southern Ohio,IDEUROGRA-i,82,21
Dallas South,IDEUROGRA-i,83,20
Midwest,IDEUROGRA-i,84,27
Dallas North,IDEUROGRA-i,85,36
Midwest,IDEUROGRA-i,86,12
Chicago,IDEUROGRA-i,87,13
Kentucky,IDEUROGRA-i,88,20
Chicago,IDEUROGRA-i,90,32
Minnesota,IDEUROGRA-i,93,24
Chicago,IDEUROGRA-i,94,18
Houston South,IDEUROGRA-i,95,46
Minnesota,IDEUROGRA-i,96,11
Kentucky,IDEUROGRA-i,97,22
Tarrant County,IDEUROGRA-i,98,11
Midwest,IDEUROGRA-i,99,23
Indiana,IDEUROGRA-i,100,17
Chicago,IDEUROGRA-i,101,5
Georgia,IDMELISSA&-r,125,737
Georgia,IDMELISSA&-r,126,850
St. Louis,IDMELISSA&-r,127,556
Dallas Flagship,IDMODERNPU-i,1,12
Dallas South,IDMODERNPU-i,2,15
Tarrant County,IDMODERNPU-i,3,13
San Antonio,IDMODERNPU-i,4,6
Austin,IDMODERNPU-i,5,30
Houston North,IDMODERNPU-i,6,11
Austin,IDMODERNPU-i,7,0
Dallas North,IDMODERNPU-i,8,4
Houston North,IDMODERNPU-i,9,9
San Antonio,IDMODERNPU-i,10,1
Houston South,IDMODERNPU-i,11,1
Tarrant County,IDMODERNPU-i,12,3
Kentucky,IDMODERNPU-i,13,20
Wisconsin,IDMODERNPU-i,14,0
Houston South,IDMODERNPU-i,15,3
Austin,IDMODERNPU-i,17,18
Tarrant County,IDMODERNPU-i,18,0
Houston South,IDMODERNPU-i,20,11
Houston North,IDMODERNPU-i,21,3
Washington,IDMODERNPU-i,22,11
Minnesota,IDMODERNPU-i,23,1
San Antonio,IDMODERNPU-i,25,3
Minnesota,IDMODERNPU-i,26,9
San Antonio,IDMODERNPU-i,29,5
Southern Ohio,IDMODERNPU-i,30,12
Midwest,IDMODERNPU-i,31,4
Southern Ohio,IDMODERNPU-i,32,10
Tarrant County,IDMODERNPU-i,33,13
Washington,IDMODERNPU-i,34,1
Wisconsin,IDMODERNPU-i,35,1
Minnesota,IDMODERNPU-i,36,1
California,IDMODERNPU-i,37,14
Indiana,IDMODERNPU-i,38,4
Indiana,IDMODERNPU-i,39,2
Columbus,IDMODERNPU-i,40,2
Wisconsin,IDMODERNPU-i,41,5
Penn-Cleveland,IDMODERNPU-i,42,7
Dallas North,IDMODERNPU-i,43,1
Houston North,IDMODERNPU-i,44,12
Southern Ohio,IDMODERNPU-i,45,16
Dallas South,IDMODERNPU-i,46,10
Indiana,IDMODERNPU-i,47,11
Washington,IDMODERNPU-i,48,17
Penn-Cleveland,IDMODERNPU-i,50,3
Wisconsin,IDMODERNPU-i,51,2
Columbus,IDMODERNPU-i,52,5
Minnesota,IDMODERNPU-i,53,1
Washington,IDMODERNPU-i,54,17
California,IDMODERNPU-i,55,11
Houston North,IDMODERNPU-i,56,18
Austin,IDMODERNPU-i,57,-1
Dallas North,IDMODERNPU-i,58,2
Dallas North,IDMODERNPU-i,59,9
Tarrant County,IDMODERNPU-i,60,2
Penn-Cleveland,IDMODERNPU-i,61,24
Penn-Cleveland,IDMODERNPU-i,62,-1
Washington,IDMODERNPU-i,64,4
Dallas North,IDMODERNPU-i,65,4
Penn-Cleveland,IDMODERNPU-i,66,4
Minnesota,IDMODERNPU-i,68,5
Arizona,IDMODERNPU-i,69,-1
Midwest,IDMODERNPU-i,70,12
Arizona,IDMODERNPU-i,72,9
Midwest,IDMODERNPU-i,73,1
Houston South,IDMODERNPU-i,74,12
Austin,IDMODERNPU-i,75,8
Austin,IDMODERNPU-i,76,10
Penn-Cleveland,IDMODERNPU-i,77,8
Midwest,IDMODERNPU-i,78,6
Southern Ohio,IDMODERNPU-i,80,16
Tarrant County,IDMODERNPU-i,81,6
Southern Ohio,IDMODERNPU-i,82,9
Dallas South,IDMODERNPU-i,83,3
Midwest,IDMODERNPU-i,84,14
Dallas North,IDMODERNPU-i,85,2
Chicago,IDMODERNPU-i,87,2
Kentucky,IDMODERNPU-i,88,12
Chicago,IDMODERNPU-i,90,12
Columbus,IDMODERNPU-i,91,1
Columbus,IDMODERNPU-i,92,0
Minnesota,IDMODERNPU-i,93,0
Chicago,IDMODERNPU-i,94,4
Houston South,IDMODERNPU-i,95,1
Minnesota,IDMODERNPU-i,96,2
Kentucky,IDMODERNPU-i,97,13
Tarrant County,IDMODERNPU-i,98,6
Midwest,IDMODERNPU-i,99,1
Chicago,IDMODERNPU-i,101,6
Indiana,IDMODERNPU-i,102,1
Wisconsin,IDMODERNPU-i,103,3
Austin,IDMODERNPU-i,104,0
Oklahoma,IDMODERNPU-i,105,2
Arizona,IDMODERNPU-i,106,7
Southern Ohio,IDMODERNPU-i,107,8
Chicago,IDMODERNPU-i,108,1
Dallas South,IDMODERNPU-i,109,3
Oklahoma,IDMODERNPU-i,110,1
Tarrant County,IDMODERNPU-i,111,3
California,IDMODERNPU-i,112,3
San Antonio,IDMODERNPU-i,113,2
Oklahoma,IDMODERNPU-i,114,7
Kentucky,IDMODERNPU-i,116,9
Chicago,IDMODERNPU-i,117,5
Austin,IDMODERNPU-i,118, $- 
Chicago,IDMODERNPU-i,119,7
St. Louis,IDMODERNPU-i,120,6
Columbus,IDMODERNPU-i,121,6
California,IDMODERNPU-i,122,16
St. Louis,IDMODERNPU-i,123,8
Houston North,IDTOYSMITH-i,21,219
Washington,IDTOYSMITH-i,22,347
Minnesota,IDTOYSMITH-i,23,260
Houston South,IDTOYSMITH-i,24,472
San Antonio,IDTOYSMITH-i,25,310
Minnesota,IDTOYSMITH-i,26,272
San Antonio,IDTOYSMITH-i,29,266
Southern Ohio,IDTOYSMITH-i,30,313
Midwest,IDTOYSMITH-i,31,423
Southern Ohio,IDTOYSMITH-i,32,184
Tarrant County,IDTOYSMITH-i,33,256
Washington,IDTOYSMITH-i,34,295
Wisconsin,IDTOYSMITH-i,35,291
Minnesota,IDTOYSMITH-i,36,286
California,IDTOYSMITH-i,37,368
Indiana,IDTOYSMITH-i,38,265
Indiana,IDTOYSMITH-i,39,238
Columbus,IDTOYSMITH-i,40,274
Wisconsin,IDTOYSMITH-i,41,212
Penn-Cleveland,IDTOYSMITH-i,42,205
Dallas North,IDTOYSMITH-i,43,227
Houston North,IDTOYSMITH-i,44,338
Southern Ohio,IDTOYSMITH-i,45,304
Dallas South,IDTOYSMITH-i,46,243
Indiana,IDTOYSMITH-i,47,254
Washington,IDTOYSMITH-i,48,215
Dallas South,IDTOYSMITH-i,49,221
Penn-Cleveland,IDTOYSMITH-i,50,192
Wisconsin,IDTOYSMITH-i,51,312
Columbus,IDTOYSMITH-i,52,247
Minnesota,IDTOYSMITH-i,53,183
Washington,IDTOYSMITH-i,54,196
California,IDTOYSMITH-i,55,292
Houston North,IDTOYSMITH-i,56,307
Austin,IDTOYSMITH-i,57,365
Dallas North,IDTOYSMITH-i,58,356
Dallas North,IDTOYSMITH-i,59,313
Tarrant County,IDTOYSMITH-i,60,232
Penn-Cleveland,IDTOYSMITH-i,61,192
Penn-Cleveland,IDTOYSMITH-i,62,170
Washington,IDTOYSMITH-i,64,312
Dallas North,IDTOYSMITH-i,65,445
Penn-Cleveland,IDTOYSMITH-i,66,196
California,IDTOYSMITH-i,67,444
Minnesota,IDTOYSMITH-i,68,239
Arizona,IDTOYSMITH-i,69,185
Midwest,IDTOYSMITH-i,70,238
Washington,IDTOYSMITH-i,71,208
Arizona,IDTOYSMITH-i,72,149
Midwest,IDTOYSMITH-i,73,242
Houston South,IDTOYSMITH-i,74,305
Austin,IDTOYSMITH-i,75,249
Austin,IDTOYSMITH-i,76,205
Penn-Cleveland,IDTOYSMITH-i,77,171
Midwest,IDTOYSMITH-i,78,135
Southern Ohio,IDTOYSMITH-i,80,221
Tarrant County,IDTOYSMITH-i,81,399
Southern Ohio,IDTOYSMITH-i,82,208
Dallas South,IDTOYSMITH-i,83,248
Midwest,IDTOYSMITH-i,84,179
Dallas North,IDTOYSMITH-i,85,423
Midwest,IDTOYSMITH-i,86,229
Chicago,IDTOYSMITH-i,87,202
Kentucky,IDTOYSMITH-i,88,209
Chicago,IDTOYSMITH-i,90,160
Columbus,IDTOYSMITH-i,91,230
Minnesota,IDTOYSMITH-i,93,3
Chicago,IDTOYSMITH-i,94,136
Houston South,IDTOYSMITH-i,95,256
Minnesota,IDTOYSMITH-i,96,300
Kentucky,IDTOYSMITH-i,97,218
Tarrant County,IDTOYSMITH-i,98,221
Midwest,IDTOYSMITH-i,99,210
